name,diameter_min,diameter_max,velocity_kms,miss_distance_km,hazardous,neo_reference_id,nasa_jpl_url
(2021 LR2),0.0267026877,0.0597090249,20.4348056765,65702543.38997593,0,,
(2021 UK),0.0303777061,0.0679266159,7.4887901581,70832052.67938738,0,,
(2021 XF),0.0056827032,0.0127069107,14.8314889917,64869443.42851534,0,,
(2022 DU4),0.0501828101,0.1122121746,8.8944551308,37117790.55320443,0,,
(2023 KK4),0.0081762653,0.0182826851,22.8847493289,27399425.43838525,0,,
(2023 XQ),0.0232570687,0.0520043867,15.3968744699,62764579.28705015,0,,
(2024 JV14),0.0470494961,0.1052058716,16.5991769846,9110726.407042788,0,,
(2024 KJ1),0.0152249185,0.0340439527,4.1189193395,7802608.628166938,0,,
(2024 LF1),0.008366715,0.0187085435,8.9381627574,2723544.099554373,0,,
(2024 LJ1),0.0192555078,0.0430566244,9.6819655921,1111253.549302344,0,,
(2024 SY4),0.0071212294,0.015923553,4.0169409672,33128293.896578588,0,,
(2025 KR1),0.0308428837,0.0689667846,15.4727674403,16617952.589795388,0,,
488789 (2004 XK50),0.3967847541,0.8872376825,26.3495238317,66916155.601718165,1,,
(2002 XS90),0.0732073989,0.1636967205,24.4617879566,60105222.771582,0,,
(2011 UZ275),0.0506471459,0.1132504611,7.7627087615,70826189.29559124,0,,
(2017 MM),0.1082816778,0.2421251924,8.073191822,18447277.052041546,0,,
(2021 DQ),0.2412986969,0.5395602892,23.4272523441,64411895.21652485,0,,
(2022 MM),0.0219055911,0.0489823908,27.7913830079,36719559.51232594,0,,
(2024 JR16),0.1149621763,0.257063241,15.3704155744,22427121.519456908,1,,
(2024 JS29),0.1019893859,0.2280551997,6.5588813997,50691437.36426497,0,,
(2024 LV),0.0606114923,0.1355314169,11.0977842335,15754697.76680486,0,,
(2024 LZ1),0.0140137697,0.0313357417,9.0559914805,1574457.473325834,0,,
(2024 US5),0.0115492818,0.0258249791,7.3921211632,37051563.18720097,0,,
449107 (2012 VJ82),0.3023813326,0.6761452148,20.0656057288,43191072.98149289,0,,
(2013 XH17),0.0231502122,0.0517654482,10.9462560164,73266142.65775892,0,,
(2016 BU),0.0121494041,0.0271668934,11.9678645444,56508953.10708314,0,,
(2018 DH1),0.1572370824,0.3515928047,11.789351983,26602140.269147538,1,,
(2018 LN4),0.0542693946,0.1213500554,18.0323789506,29066424.58792691,0,,
(2018 NC15),0.1165614595,0.2606393469,8.5937416801,18684317.584777992,0,,
(2019 RW1),0.0286124454,0.0639793729,2.5215431982,54173360.16149404,0,,
(2021 PA15),0.0155079709,0.0346768771,16.5805495837,50294358.52618122,0,,
(2021 SN1),0.1623883902,0.3631114793,34.5691985906,46660451.63828757,1,,
(2022 MA1),0.0840533402,0.1879489824,23.6462091997,69379693.15785007,0,,
(2023 TG8),0.0063760979,0.0142573883,19.1903179653,73046335.60516924,0,,
(2024 BX5),0.008366715,0.0187085435,3.2254590346,21991072.12208264,0,,
(2024 CM9),0.1440638367,0.3221365319,12.6725971785,22484916.786558032,0,,
(2024 GA4),0.0987540639,0.2208207999,12.3084943054,22388758.02832284,0,,
(2024 JG2),0.0712122941,0.1592355304,10.001545756,21082212.44826176,0,,
(2024 LC),0.0180532326,0.0403682552,8.7049328307,4689900.330398825,0,,
(2024 LW2),0.0183888672,0.0411187571,7.6846576328,1673098.299580918,0,,
(2024 MJ),0.0380675544,0.0851216393,10.9215547816,9582298.312321534,0,,
756065 (2018 DH1),0.1572370824,0.3515928047,11.7893520914,26602140.269147538,1,,
(1996 BG1),0.0479242116,0.1071617948,11.5972744982,53133817.09916554,0,,
(2007 MH),0.152249185,0.3404395273,10.4920721414,40514128.932599045,0,,
(2008 YX32),0.1788771952,0.3999815682,12.6216797354,36283225.6097225,0,,
(2017 FN1),0.0020162992,0.0045085821,17.9406312035,58853275.282863975,0,,
(2021 VW3),0.1128638801,0.2523713081,20.0343953679,26061669.82317797,1,,
(2022 LE1),0.0182202771,0.0407417781,21.1374664769,31956526.12392808,0,,
(2022 XC1),0.0155079709,0.0346768771,6.481960438,6297912.80044289,0,,
(2023 XV21),0.049952241,0.1116966065,4.8127236568,47321648.941647545,0,,
(2024 KL),0.0457672667,0.1023387195,8.5468986689,11072883.754791657,0,,
(2024 KC1),0.2379879547,0.5321572445,26.4403337876,8569978.038150337,0,,
(2024 LQ5),0.0279611466,0.0625230245,13.1101455292,451722.28750099,0,,
(2024 NP),0.0257368254,0.0575492912,7.5234505541,9753727.149088504,0,,
380455 (2003 UL3),0.821400526,1.8367074128,20.650155444,41789110.69351117,0,,
475016 (2005 UO),0.102933082,0.2301653685,19.871530436,67467244.75881672,0,,
(2007 LV8),0.2585562121,0.5781492662,8.1641691539,35728345.163884975,0,,
(2010 VZ11),0.0201629919,0.0450858206,9.5448480946,27360472.711160827,0,,
(2011 WD39),0.3585543342,0.8017518649,42.0889987332,70719159.63413782,0,,
(2013 AF4),0.0766575574,0.1714115092,4.6845775207,42839786.91908379,0,,
(2015 MN116),0.2982325052,0.6668681546,33.749953258,69315133.09002733,0,,
(2017 JJ2),0.0253837029,0.0567596853,16.1559637723,24217539.525099836,0,,
(2019 NU),0.0702352248,0.157050737,4.6608979769,70827374.69415332,0,,
(2020 VM6),0.0735453089,0.1644523102,11.2986965446,37773263.65862651,0,,
(2021 OD1),0.0058959661,0.013183781,8.4887109808,28726051.645254947,0,,
(2024 AH4),0.0199781365,0.0446724713,6.7487172646,41161989.40633107,0,,
(2024 CR7),0.263363131,0.5888978636,17.2259701846,42939351.916100375,0,,
(2024 CR9),0.3346223745,0.7482383761,7.3780063303,7366402.12310959,1,,
(2024 LD),0.0159424468,0.0356483948,10.6690986554,4622325.70093793,0,,
(2024 LV2),0.0552783379,0.1236061213,28.2201930206,4707047.357936521,0,,
(2024 MZ1),0.0472666667,0.1056914799,12.1706485794,10478203.827865928,0,,
(2024 RE15),0.1010543415,0.2259643771,10.1563456091,29633832.79323206,0,,
(2024 WP3),0.0900647767,0.2013909631,14.1763750457,20570972.97729658,0,,
756998 (2024 CR9),0.3346223745,0.7482383761,7.3780063374,7366402.078230229,1,,
(2009 DO111),0.0715409951,0.1599705282,9.1700416656,38603148.94137824,0,,
(2014 UY),0.0231502122,0.0517654482,6.0161414136,51915519.751411065,0,,
(2016 HF19),0.0133215567,0.0297879063,17.6876615857,70798588.39881751,0,,
(2018 JH2),0.0584191154,0.1306291133,3.7226490445,70172987.9684632,0,,
(2019 WD5),0.1108038821,0.2477650126,15.8233838717,11993070.94940936,1,,
(2022 KB5),0.2480589932,0.5546767711,28.574555895,71119189.06581052,0,,
(2024 JC9),0.0407901194,0.0912094798,4.2077468133,23055053.73181092,0,,
(2024 LD1),0.2368944994,0.5297122041,10.8575438316,28828454.977618825,0,,
(2024 LW1),0.0406027058,0.0907904103,4.0847299765,21853907.19642025,0,,
(2015 BN311),0.1881719895,0.42076536,17.6820124617,44171890.5771646,1,,
(2017 BS31),0.1087814834,0.2432427915,13.1168389256,62782070.97312054,1,,
(2022 WU5),0.0170826395,0.0381979432,19.1623234738,61599835.43359188,0,,
(2023 GA2),0.0557898221,0.1247498347,27.9784820016,68360799.14935683,0,,
(2024 BA4),0.0117639989,0.0263051013,8.7542976251,66246646.595821634,0,,
(2024 LS),0.1515496636,0.3388753497,22.5262972284,43637699.7112253,0,,
(2024 LZ2),0.0156514644,0.0349977383,20.3671426864,1324980.660219269,0,,
(2024 LR5),0.0056306039,0.0125904131,5.8491291587,1494241.300257394,0,,
(2024 MB),0.018304378,0.0409298336,7.6918788454,3572680.698362585,0,,
(2024 MH),0.3635423218,0.8129053443,41.8331816936,43150883.66331526,0,,
(2024 ML2),0.1024601475,0.2291078547,8.3886020846,44657922.74719563,0,,
216115 (2006 SU19),0.439091446,0.9818383215,21.825057918,24104636.696149576,1,,
(2014 MV18),0.0455569852,0.1018685158,9.9490618419,24476920.285672303,0,,
(2019 GN4),0.0305179233,0.0682401509,15.651116056,46598963.24856976,0,,
(2019 XL3),0.0105816886,0.023661375,15.2951130546,39618438.25455576,0,,
(2021 CJ16),0.2515098375,0.5623930936,6.1903246784,33372036.77292592,0,,
(2021 GL16),0.0147419515,0.0329640056,4.6055799519,26691626.932461157,0,,
(2023 XS14),0.0181365625,0.0405545866,13.1404297687,38647829.00809583,0,,
(2024 BS19),0.1536579294,0.3435895754,11.4353729903,14897829.815436969,1,,
(2024 JR12),0.0501828101,0.1122121746,9.2388651958,22824302.488006502,0,,
(2024 LS5),0.0165407416,0.0369862226,16.4708671937,2465329.439418765,0,,
(2024 MG),0.0148099972,0.0331161605,8.9201197616,1203591.218902848,0,,
(2024 MB1),0.0095182033,0.0212833496,4.450474118,2479415.79925477,0,,
(2024 MM1),0.0150853356,0.0337318359,3.6168423996,4476011.80338017,0,,
(2007 YO56),0.2480589932,0.5546767711,12.3227458622,31791441.35883313,0,,
(2013 PF10),0.2424124811,0.5420507863,21.4280214347,55609360.42291728,0,,
(2014 QO296),0.2492039814,0.5572370428,12.6133465735,36079445.73989507,1,,
(2015 RK82),0.1979497587,0.4426291165,6.7154785611,45496335.6470897,0,,
(2016 TH10),0.0288771931,0.0645713667,6.5356574959,65742029.31392861,0,,
(2019 NP1),0.0255008688,0.0570216761,19.462811725,39905684.84972973,0,,
(2021 LD6),0.0096506147,0.0215794305,10.6741595593,39656599.72872618,0,,
(2021 NT5),0.010012787,0.0223892723,16.5746624937,52313444.14657563,0,,
577723 (2013 PF10),0.2457847746,0.5495914639,21.4280151072,55609336.18806234,0,,
(2022 HK),0.0623096019,0.1393285055,30.8767723778,54175258.90253944,0,,
(2023 VW),0.0067074119,0.0149982289,7.6424297579,60512678.70527489,0,,
(2023 XD3),0.010388551,0.0232295062,4.8873026228,38074828.400576256,0,,
671970 (2014 QO296),0.2597496533,0.580817882,12.6133406697,36079438.42455922,1,,
(2024 KY1),0.0283501249,0.0633928065,12.2224894202,6163411.764051597,0,,
(2024 LY5),0.0252670754,0.0564988982,4.8737337385,17358710.16932257,0,,
(2024 MC),0.0419329075,0.0937648318,14.3414963759,2492851.872109672,0,,
(2024 MS),0.004290965,0.0095948895,2.872115298,703349.958943267,0,,
(2024 VT),0.0174805453,0.0390876876,10.2897388211,61349632.15826881,0,,
(2025 CT1),0.0224158379,0.0501233372,4.6154787886,22764521.53357793,0,,
458452 (2011 BR15),0.2954982931,0.6607542706,12.9000277818,58499363.373922125,0,,
(2006 HX30),0.0152951935,0.0342010925,12.1815283838,38837301.59195285,0,,
(2016 UR5),0.0121494041,0.0271668934,9.8990991229,38124108.1829223,0,,
(2019 SN7),0.0208235599,0.0465628955,12.1513236286,18441802.218793157,0,,
(2020 YW3),0.0189913123,0.0424658654,11.5012452234,53068670.12897922,0,,
(2021 LA6),0.0189913123,0.0424658654,11.7269311702,24086167.25336065,0,,
(2022 QC2),0.0201629919,0.0450858206,15.3989313351,65238461.28157617,0,,
(2024 JZ14),0.0433066885,0.0968366995,6.0304368237,19027855.150711507,0,,
(2024 KG1),0.0589596608,0.1318378096,6.1388396936,28638666.84697461,0,,
(2024 MA),0.0131387781,0.0293792009,11.2365291534,1593827.360654073,0,,
(2024 NP2),0.0400456158,0.0895447192,7.0458572491,21597464.91200925,0,,
(2024 UL6),0.0165407416,0.0369862226,5.47465009,26869420.275969192,0,,
(2011 BY18),0.1830437804,0.4092983358,29.9587782334,27313145.45029444,1,,
(2011 UC64),0.0069912523,0.0156329154,8.8134338814,51198389.04612042,0,,
(2019 ES),0.0220067027,0.0492084832,10.0611106387,17627975.429637846,0,,
(2020 PK6),0.0515887466,0.1153559443,11.9234443247,26793346.707277644,0,,
(2022 KE2),0.1243240006,0.2779969165,19.111212438,24387075.724414498,0,,
(2022 WW11),0.0112345318,0.0251211767,14.3621067158,7532636.607674633,0,,
(2023 FG),0.0084441313,0.0188816516,10.6190040323,46527938.51823199,0,,
(2023 LS),0.0027450798,0.0061381851,8.5666223892,27178815.374348987,0,,
(2023 UG),0.0128989683,0.02884297,5.4984601718,28068110.040339787,0,,
(2024 KW1),0.0195233786,0.0436556017,3.9788561896,7602089.857267414,0,,
(2024 LU1),0.0161642283,0.0361443134,7.1115277015,1850108.049445895,0,,
(2024 MD),0.0066765941,0.0149293183,5.7718793816,385737.748760112,0,,
(2024 MY),0.0766575574,0.1714115092,8.6436626332,53606532.54552236,0,,
(2024 NJ1),0.0299609084,0.0669946278,5.080505242,4136798.842592188,0,,
(2024 UW2),0.0274507982,0.0613818507,12.1911171932,59514400.50997018,0,,
510160 (2010 XO56),0.2368944994,0.5297122041,19.8363052662,37210992.00090632,0,,
525356 (2005 BG14),0.4748483974,1.0617932956,29.8544335099,28468822.56580647,1,,
(2013 ND15),0.040230458,0.0899580388,17.4344911455,12062348.256947234,0,,
(2013 TQ5),0.2821986791,0.6310154296,9.4237947312,40586862.72884285,0,,
(2018 VB10),0.0183888672,0.0411187571,7.6157181669,34862201.84538134,0,,
(2020 KK4),0.0146067964,0.0326617897,18.6185836226,57663290.424071446,0,,
(2021 FO1),0.003377186,0.0075516174,5.9431198084,8177652.133833508,0,,
(2021 MR1),0.2025606009,0.4529392731,35.4713649691,31882283.319009803,0,,
(2022 AO2),0.0385971268,0.0863057993,20.1841133057,52326875.26774103,0,,
(2024 LZ),0.1170994827,0.2618424035,14.3011713576,51067324.03344643,0,,
(2024 LO2),0.0210162379,0.0469937366,9.1465291754,5432199.216780617,0,,
(2024 LG5),0.012605352,0.0281864239,7.5439132139,2340123.651720135,0,,
(2024 ML),0.0552783379,0.1236061213,8.2964990653,32610212.791425765,0,,
(2024 XL4),0.0116025908,0.0259441818,4.1853826038,10869352.74102096,0,,
302523 (2002 KH3),0.8522263865,1.9056361323,11.1893807678,28247944.57198504,0,,
469896 (2005 WC1),0.1961349444,0.4385710684,27.930029669,64495127.17793398,1,,
(2010 XB24),0.1192765246,0.2667104172,10.6906535538,13155281.961330656,1,,
(2016 TQ56),0.0431077124,0.0963917753,9.9419822512,15917138.344668197,0,,
(2018 HU),0.0192555078,0.0430566244,17.2455034164,48742683.312477686,0,,
(2021 LJ9),0.0443154309,0.099092316,10.2608550383,20197692.362849664,0,,
(2021 MM1),0.1394938229,0.3119176705,2.7094123205,58688506.03463665,0,,
(2022 WA),0.0116561459,0.0260639347,19.4121854114,20248651.471045185,0,,
(2024 KH),0.0308003021,0.0688715693,3.8733962052,17089546.725317616,0,,
(2024 LO3),0.0165407416,0.0369862226,8.0457145923,718940.944236158,0,,
(2024 MU1),0.0501828101,0.1122121746,11.5240392848,21428190.50896709,0,,
(2024 VJ2),0.011982708,0.0267941497,10.3601522865,59293346.70873192,0,,
504034 (2005 UJ159),0.8176265334,1.8282685088,31.8145429339,10934840.869149815,1,,
(2016 NV15),0.2694976463,0.602615057,21.038968651,36376160.92281366,0,,
(2019 KU5),0.3377185972,0.7551617405,20.9258803584,47313950.1116648,0,,
(2019 LR1),0.0342416731,0.0765667087,9.5899587692,14370600.680855349,0,,
(2021 TH15),0.0044519982,0.0099549705,17.8470329378,31741014.92377332,0,,
(2022 WK10),0.1797028549,0.4018277992,20.6185358224,30993785.815188877,0,,
(2023 JX1),0.0303777061,0.0679266159,9.5012822741,43682846.41857878,0,,
(2024 KK),0.0319561887,0.0714562102,7.8255764054,7992096.471006698,0,,
(2024 LS1),0.1467421834,0.3281254972,4.8214298203,50294005.89408206,0,,
(2024 LH3),0.0360209346,0.0805452583,6.125490682,4977813.099847685,0,,
(2024 LB4),0.02053785,0.0459240286,7.5955501121,2902610.700453554,0,,
(2024 LP4),0.0532788665,0.1191351672,11.179096211,8188395.115913096,0,,
(2024 LZ4),0.0156514644,0.0349977383,21.4180032347,278737.827363251,0,,
(2024 LJ6),0.0421264611,0.0941976306,16.6884456891,2149813.409549837,0,,
(2009 ME9),0.152249185,0.3404395273,17.6738760788,28140275.03556227,0,,
(2015 XN55),0.0096506147,0.0215794305,6.4223554005,56461596.74943104,0,,
(2016 AR130),0.2170475943,0.4853331752,34.9467816393,71472573.76193891,0,,
(2017 BQ32),0.0116025908,0.0259441818,7.169977801,61613428.030698165,0,,
(2020 LD),0.0888290416,0.1986277755,34.5651354098,36750394.98432524,0,,
(2021 FK),0.021804944,0.0487573371,16.8786407353,41608326.76890354,0,,
(2022 WE6),0.0508809225,0.1137732014,5.2990076207,17292480.14047702,0,,
(2023 HU2),0.0295498293,0.0660754271,12.9113843341,69752183.32707149,0,,
(2024 LL1),0.0152951935,0.0342010925,9.2218718913,1993332.391953267,0,,
(2024 LS4),0.0169260249,0.0378477424,4.785002221,4267886.923257727,0,,
(2024 LW5),0.0202560601,0.0452939273,6.9702250067,11383214.483129792,0,,
(2024 MM),0.0334622374,0.0748238376,7.6161262847,9834390.93394377,0,,
(2024 XK6),0.0020632648,0.0046136004,3.4775349084,16178622.167056913,0,,
(2025 EM),0.0064055286,0.0143231974,2.5101509655,16031676.607452866,0,,
441987 (2010 NY65),0.1420872067,0.317716653,15.5850513497,17866663.99234936,1,,
469445 (2002 LT24),0.099667824,0.2228640296,9.0319236888,8302539.891420305,0,,
(2005 MR5),0.2379879547,0.5321572445,16.4514972923,50817424.11268415,0,,
(2010 XN),0.0389542616,0.087104377,11.3232639257,5411926.850382029,0,,
(2018 QQ),0.0203495578,0.0455029946,5.0460908543,17220328.90825858,0,,
(2019 NJ),0.0504144434,0.1127301225,10.0686343741,5744425.783965476,0,,
(2020 RM),0.0101054342,0.0225964377,5.5922539258,33652817.22456594,0,,
(2020 XJ4),0.0305179233,0.0682401509,5.8235942802,56470205.86749295,0,,
(2022 BU4),0.0096506147,0.0215794305,13.2378876159,66044475.69596541,0,,
(2022 MM1),0.0290104841,0.0648694146,10.9151586981,2975311.390688721,0,,
(2023 NT),0.0429096504,0.0959488953,23.5767154923,67574252.87817685,0,,
(2024 MW),0.0037545248,0.0083953727,13.5890168213,92775.407927911,0,,
(2024 MS1),0.0173202827,0.0387293295,15.7822249294,912641.881969154,0,,
(2024 MW1),0.038775283,0.0867041687,9.3938220343,7986873.216496287,0,,
(2024 MY1),0.0228325794,0.0510551996,7.8397908714,9524471.8690243,0,,
(2024 NQ1),0.057089334,0.1276556316,14.1042703094,8785380.211377438,0,,
(2024 SS3),0.0415484643,0.0929051906,5.5626449982,35664013.38241186,0,,
533990 (2014 QX266),0.0876102615,0.1959025002,8.606439997,47329864.4377939,0,,
(2008 PE1),0.040230458,0.0899580388,12.7362860094,36470416.72134352,0,,
(2008 TD),0.022108281,0.0494356193,10.4286852945,14911172.853376515,0,,
(2016 AK193),0.1019893859,0.2280551997,15.7233221419,60929399.08545901,0,,
(2017 TA6),0.0101054342,0.0225964377,5.5976151155,44005278.61229419,0,,
(2020 NR),0.1344481952,0.3006353038,18.0765506779,39400634.137927935,0,,
(2021 LM6),0.0252670754,0.0564988982,9.5995995792,44647828.541158654,0,,
(2021 WD3),0.0206326484,0.0461360043,5.6034862358,22903044.987417363,0,,
(2022 WG13),0.0640552863,0.1432319745,12.7016821,23631702.70226448,0,,
(2024 AC),0.0211132445,0.0472106499,5.2540788422,47306851.513215855,0,,
(2024 CC2),0.0370301078,0.0828018383,10.5663589886,55838976.18896882,0,,
(2024 KN1),0.0197040262,0.044059542,4.581659971,5611297.188353137,0,,
(2024 LD4),0.0295498293,0.0660754271,5.4488615956,16585563.28959977,0,,
(2024 MO1),0.0537718498,0.1202375114,21.4968256265,9917668.014070494,0,,
(2024 MP2),0.0298232505,0.0666868155,12.7570242622,4691633.885476172,0,,
(2024 NQ),0.0378926498,0.0847305409,6.4291263938,20273420.345501725,0,,
(2024 MS2),0.0173202827,0.0387293295,10.9044721556,2250044.191886855,0,,
(2024 OD2),0.1237527837,0.2767196367,8.1813084809,71746507.17890817,0,,
(2024 TM7),0.0246919266,0.0552128263,6.0629025045,51396458.271576986,0,,
(2025 AG1),0.0033616692,0.0075169209,2.3134900708,15021442.505498393,0,,
(2002 MN),0.0483676488,0.1081533507,12.423762887,10067680.38984869,0,,
(2010 AO60),0.1187284988,0.2654849942,8.2969382281,31377203.88441698,0,,
(2013 SL20),0.0316632126,0.0708010957,9.4057722631,64195266.37068332,0,,
(2017 YX4),0.0492668706,0.1101640716,15.4924540214,42271358.3815063,0,,
(2019 AY4),0.0840533402,0.1879489824,26.8404331815,45236240.66140649,0,,
(2019 NA2),0.1813656249,0.4055458661,23.5633080414,25145057.85309561,1,,
(2022 QG),0.0504144434,0.1127301225,3.7501633194,72716756.49289288,0,,
(2022 SA11),0.004770402,0.0106669431,14.3235243128,38570363.969776265,0,,
(2022 VV),0.0485909037,0.1086525639,9.7373940329,40718008.6739645,0,,
(2024 LJ),0.0501828101,0.1122121746,18.4956203553,3388563.015141576,0,,
(2024 MT),0.0294140602,0.0657718381,9.5051935919,3599439.763042456,0,,
(2024 RY19),0.0192555078,0.0430566244,2.4756202273,8360498.579234618,0,,
415029 (2011 UL21),1.7320282714,3.8729329538,25.8822253722,6641211.593216099,1,,
(2008 AF3),0.0160160338,0.0358129403,6.2154511524,56258731.3863427,0,,
(2010 LA64),0.0560473362,0.1253256538,10.2467963177,66620976.38501022,0,,
(2010 YH),0.2573682542,0.5754929116,29.0504525101,66737537.24091687,0,,
(2011 DW),0.0766575574,0.1714115092,15.6498939398,73884061.59652363,0,,
(2017 MG3),0.1278070988,0.285785361,10.6822162819,40844774.88712552,0,,
(2017 MJ7),0.1058168859,0.2366137501,20.3069030081,42464111.078180514,0,,
(2018 VZ6),0.0179702855,0.0401827799,24.0113050868,72192270.53445345,0,,
(2019 JJ),0.0066765941,0.0149293183,9.0142156645,69602520.75599271,0,,
(2019 WW),0.0325502986,0.0727846803,8.2627055463,12947919.132757992,0,,
(2021 EF3),0.0036020935,0.0080545258,6.7448827895,67680211.53855936,0,,
(2023 DH1),0.0120380177,0.0269178258,7.9659652667,9087491.80834097,0,,
(2024 KT),0.0540200494,0.1207925025,8.1296576578,17867712.03014722,0,,
(2024 KZ1),0.0365220357,0.0816657545,4.8343532426,17350892.109837435,0,,
(2024 LR),0.0586887658,0.1312320699,6.1769409051,12909113.16104404,0,,
(2024 LC4),0.0640552863,0.1432319745,16.2641544996,9084377.001170129,0,,
(2024 ME2),0.0457672667,0.1023387195,20.4418877912,3812458.498125357,0,,
(2024 NA),0.0282198679,0.063101543,10.8005163199,1640905.107233084,0,,
(2024 NW1),0.0144063837,0.0322136532,6.1109238702,9886132.483878754,0,,
(2024 ND3),0.046190746,0.1032856481,4.6796856742,33504828.42925566,0,,
(1998 LE),0.2180494405,0.4875733714,13.9436719944,48412550.747921474,0,,
(2017 MS8),0.0555334912,0.1241766613,22.4120325586,67308142.86133668,0,,
(2021 VK3),0.0021505769,0.0048088361,8.3093018496,45937915.00452746,0,,
(2022 BF),0.010012787,0.0223892723,26.0509055332,71053790.9806396,0,,
(2020 AQ24),0.0268259417,0.0599846292,20.2495302934,66480306.75524841,0,,
(2023 HM),0.0072536229,0.016219594,17.0202527292,14344117.489607545,0,,
(2024 LS2),0.1260535197,0.2818642388,14.7731407966,16453080.852067323,0,,
(2024 NY),0.0934447651,0.2089488469,10.6554276673,59779729.55113001,0,,
(2024 NA1),0.2887719308,0.6457136672,23.7330072508,48859827.076484784,0,,
313552 (2003 BX33),0.1716148941,0.3837425691,12.4841994772,16991491.514884435,0,,
382825 (2003 XB22),0.3669061375,0.8204270649,16.3007077806,39114811.60975786,1,,
385843 (2006 JY25),0.204434871,0.4571302686,16.5952845219,12940128.958315823,0,,
(2011 VH5),0.135692229,0.303417048,25.4338643786,73232534.23964131,0,,
(2012 PO28),0.0992098919,0.2218400624,0.9883333622,57644729.4124263,0,,
(2020 YC4),0.0295498293,0.0660754271,12.5862967669,70960507.49346581,0,,
(2023 UY),0.0027074159,0.006053966,10.2875879532,46524295.30146473,0,,
(2024 EV1),0.0821400526,0.1836707413,7.2103006742,13064523.192529492,0,,
